year,region,crop,district,area_ha,production_ton,yield_kgha,source
2024,Акмолинская область,Пшеница,Есильский,393640.3,410857.74,1050.0,stat_gov_kz_real
2025,Акмолинская область,Пшеница,Есильский,367682.7,481270.67000000004,1310.0,stat_gov_kz_real
1991,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,435800.0,243400.0,,stat_gov_kz_real_group
1992,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,449200.0,509200.0,,stat_gov_kz_real_group
1993,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,446700.0,305000.0,,stat_gov_kz_real_group
1994,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,441900.0,238700.0,,stat_gov_kz_real_group
1995,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,370500.0,206200.0,,stat_gov_kz_real_group
1996,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,354800.0,189600.0,,stat_gov_kz_real_group
1997,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,308000.0,166800.0,580.0,stat_gov_kz_real_group
1998,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,233700.0,66800.0,310.0,stat_gov_kz_real_group
1999,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,200050.0,266600.0,1330.0,stat_gov_kz_real_group
2000,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,251925.0,134100.0,530.0,stat_gov_kz_real_group
2001,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,253136.0,205000.0,910.0,stat_gov_kz_real_group
2002,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,273616.0,225900.0,840.0,stat_gov_kz_real_group
2003,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,252683.0,287700.0,1140.0,stat_gov_kz_real_group
2004,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,311865.0,277256.3,900.0,stat_gov_kz_real_group
2005,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,326346.0,303186.7,930.0000000000001,stat_gov_kz_real_group
2006,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,360486.0,431350.5,1200.0,stat_gov_kz_real_group
2007,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,373461.0,619560.9,1660.0000000000002,stat_gov_kz_real_group
2008,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,388489.0,350943.2,910.0,stat_gov_kz_real_group
2009,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,404593.0,501322.10000000003,1240.0,stat_gov_kz_real_group
2010,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,411531.0,217051.2,540.0,stat_gov_kz_real_group
2011,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,407226.0,831474.3,2050.0,stat_gov_kz_real_group
2012,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,412913.5,317184.08,800.0,stat_gov_kz_real_group
2013,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,411028.78,420981.65700000006,1050.0,stat_gov_kz_real_group
2014,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,410079.11,545407.219,1330.0,stat_gov_kz_real_group
2015,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,408807.0,530813.802,1298.45,stat_gov_kz_real_group
2016,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,437243.0,560456.75,1283.29,stat_gov_kz_real_group
2017,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,435587.6,589681.5300000001,1372.0,stat_gov_kz_real_group
2018,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,427880.9,559619.4900000001,1310.0,stat_gov_kz_real_group
2019,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,447784.7,499358.12000000005,1150.0,stat_gov_kz_real_group
2020,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,451317.0,460010.30000000005,1019.9999999999999,stat_gov_kz_real_group
2021,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,450294.3,353305.7,805.79,stat_gov_kz_real_group
2022,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,460733.7,557238.7000000001,1209.46,stat_gov_kz_real_group
2023,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,477056.5,362720.10000000003,790.0,stat_gov_kz_real_group
2024,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,473652.9,465973.10000000003,1000.0,stat_gov_kz_real_group
2025,Акмолинская область,Зерновые и бобовые (группа),Жаксынский,470763.3,731916.43,1570.0,stat_gov_kz_real_group
1991,Акмолинская область,Масличные (группа),Жаксынский,700.0,,,stat_gov_kz_real_group
1992,Акмолинская область,Масличные (группа),Жаксынский,3500.0,,,stat_gov_kz_real_group
1993,Акмолинская область,Масличные (группа),Жаксынский,2600.0,,,stat_gov_kz_real_group
1994,Акмолинская область,Масличные (группа),Жаксынский,1100.0,,,stat_gov_kz_real_group
1995,Акмолинская область,Масличные (группа),Жаксынский,700.0,,,stat_gov_kz_real_group
1996,Акмолинская область,Масличные (группа),Жаксынский,300.0,,,stat_gov_kz_real_group
2000,Акмолинская область,Масличные (группа),Жаксынский,700.0,37.6,50.0,stat_gov_kz_real_group
